,,,,
,,,,
,,2027-02-25,19000,
,,2027-02-26,19000,
,,2027-02-27,19000,
,,2027-02-28,19000,
,,2027-03-01,19000,
,,2027-03-02,19000,
,,2027-03-03,19000,
,,2027-03-04,19000,
,,2027-03-05,19000,
,,2027-03-06,19000,
,,2027-03-07,19000,
,,2027-03-08,19000,
,,2027-03-09,19000,
,,2027-03-10,19000,
,,2027-03-11,19000,
,,2027-03-12,19000,
,,2027-03-13,19000,
,,2027-03-14,9000,
,,2027-03-15,0,
,,2027-03-16,19000,
,,2027-03-17,19000,
,,2027-03-18,19000,
,,2027-03-19,19000,
,,2027-03-20,19000,
,,2027-03-21,19000,
,,2027-03-22,19000,
,,2027-03-23,19000,
,,2027-03-24,19000,
,,2027-03-25,19000,
,,2027-03-26,19000,
,,2027-03-27,19000,
,,2027-03-28,9000,
,,2027-03-29,0,
,,2027-03-30,19000,
,,2027-03-31,19000,
,,2027-04-01,19000,
,,2027-04-02,19000,
,,2027-04-03,15000,
,,2027-04-04,15000,
,,2027-04-05,15000,
,,2027-04-06,15000,
,,2027-04-07,15000,
,,2027-04-08,12000,
,,2027-04-09,12000,
,,2027-04-10,12000,
,,2027-04-11,8000,
,,2027-04-12,8000,
,,2027-04-13,4000,
,,2027-04-14,4000,
,,2027-04-15,3000,
,,2027-04-16,3000,
,,2027-04-17,,
,,2027-04-18,,
,,2027-04-19,,
,,2027-04-20,,
,,2027-04-21,,
,,2027-04-22,,
,,2027-04-23,,
,,2027-04-24,,
,,2027-04-25,,
,,2027-04-26,,
,,2027-04-27,,
,,2027-04-28,,
,,2027-04-29,,
,,2027-04-30,,
,,2027-05-01,,
,,2027-05-02,,
,,2027-05-03,,
,,2027-05-04,,
,,2027-05-05,,
,,2027-05-06,,
,,2027-05-07,,
,,2027-05-08,,
,,2027-05-09,,
,,2027-05-10,,
,,2027-05-11,,
,,2027-05-12,,
,,2027-05-13,,
,,2027-05-14,,
,,2027-05-15,,
,,2027-05-16,,
,,2027-05-17,,
,,2027-05-18,,
,,2027-05-19,,
,,2027-05-20,,
,,2027-05-21,,
,,2027-05-22,,
,,2027-05-23,,
,,2027-05-24,,
,,2027-05-25,,
,,2027-05-26,,
,,2027-05-27,,
,,2027-05-28,,
,,2027-05-29,,
,,2027-05-30,,
,,2027-05-31,,
,,2027-06-01,,
,,2027-06-02,,
,,2027-06-03,,
,,2027-06-04,,
,,2027-06-05,,
,,2027-06-06,,
,,2027-06-07,,
,,2027-06-08,,
,,2027-06-09,,
,,2027-06-10,,
,,2027-06-11,,
,,2027-06-12,,
,,2027-06-13,,
,,2027-06-14,,
,,2027-06-15,,
,,2027-06-16,,
,,2027-06-17,,
,,2027-06-18,,
,,2027-06-19,,
,,2027-06-20,,
,,2027-06-21,,
,,2027-06-22,,
,,2027-06-23,,
,,2027-06-24,,
,,2027-06-25,,
,,2027-06-26,,
,,2027-06-27,,
,,2027-06-28,,
,,2027-06-29,,
,,2027-06-30,,
,,2027-07-01,,
,,2027-07-02,,
,,2027-07-03,,
,,2027-07-04,,
,,2027-07-05,,
,,2027-07-06,,
,,2027-07-07,,
,,2027-07-08,,
,,2027-07-09,,
,,2027-07-10,,
,,2027-07-11,,
,,2027-07-12,,
,,2027-07-13,,
,,2027-07-14,,
,,2027-07-15,,
,,2027-07-16,,
,,2027-07-17,,
,,2027-07-18,,
,,2027-07-19,,
,,2027-07-20,,
,,2027-07-21,,
,,2027-07-22,,
,,2027-07-23,,
,,2027-07-24,,
,,2027-07-25,,
,,2027-07-26,,
,,2027-07-27,,
,,2027-07-28,,
,,2027-07-29,,
,,2027-07-30,,
,,2027-07-31,,
,,2027-08-01,,
,,2027-08-02,,
,,2027-08-03,,
,,2027-08-04,,
,,2027-08-05,,
,,2027-08-06,,
,,2027-08-07,,
,,2027-08-08,,
,,2027-08-09,,
,,2027-08-10,,
,,2027-08-11,,
,,2027-08-12,,
,,2027-08-13,,
,,2027-08-14,,
,,2027-08-15,,
,,2027-08-16,,
,,2027-08-17,,
,,2027-08-18,,
,,2027-08-19,,
,,2027-08-20,,
,,2027-08-21,,
,,2027-08-22,,
,,2027-08-23,,
,,2027-08-24,,
,,2027-08-25,,
,,2027-08-26,,
,,2027-08-27,,
,,2027-08-28,,
,,2027-08-29,,
,,2027-08-30,,
,,2027-08-31,,
,,2027-09-01,,
,,2027-09-02,,
,,2027-09-03,,
,,2027-09-04,,
,,2027-09-05,,
,,2027-09-06,,
,,2027-09-07,,
,,2027-09-08,,
,,2027-09-09,,
,,2027-09-10,,
,,2027-09-11,,
,,2027-09-12,,
,,2027-09-13,,
,,2027-09-14,,
,,2027-09-15,,
,,2027-09-16,,
,,2027-09-17,,
,,2027-09-18,,
,,2027-09-19,,
,,2027-09-20,,
,,2027-09-21,,
,,2027-09-22,,
,,2027-09-23,,
,,2027-09-24,,
,,2027-09-25,,
,,2027-09-26,,
,,2027-09-27,,
,,2027-09-28,,
,,2027-09-29,,
,,2027-09-30,,
,,,,
,,,,
,,SUM,2300000,
